dataset,optimal_hidden_dim,relative_f_norm
17,64,0.4504979069045616
18,2,0.4379881031566993
18,4,0.4380210188611411
18,6,0.43803883944526856
18,8,0.43804248300940934
18,16,0.4381324477187077
18,32,0.43815281385849986
18,64,0.43780415257094285
19,2,0.41051176658394917
19,4,0.41056563071968727
19,6,0.410626015920803
19,8,0.4106931501567892
19,16,0.4108135987623303
19,32,0.410895321386019
19,64,0.4109742619749332
20,2,0.42327252549349076
20,4,0.4231484086136018
20,6,0.42306479337727915
20,8,0.42310611695062555
20,16,0.42274075325168625
20,32,0.42262097970090384
20,64,0.422494959762471
21,2,0.41771487881606295
21,4,0.4176236215077851
21,6,0.4173288480912988
21,8,0.41709755094125667
21,16,0.4168945472455192
21,32,0.4166225610855963
21,64,0.41635264746046524
22,2,0.4354310752347803
22,4,0.4354453045965291
22,6,0.43537525614149175
22,8,0.4353830979884707
22,16,0.4355425997582958
22,32,0.43565283366465496
22,64,0.4360177033121218
23,2,0.3713892013849378
23,4,0.3713354973214421
23,6,0.3713178103622755
23,8,0.3713270004588364
23,16,0.371356847581229
23,32,0.3712812147422636
23,64,0.3712809854498203
24,2,0.4592040906449953
24,4,0.45924645807919656
24,6,0.4592363328948361
24,8,0.45927456086456264
24,16,0.4592908898852226
24,32,0.4594014564396212
24,64,0.45944213838162545
25,2,0.47120446368364605
25,4,0.4711852615322278
25,6,0.47116829033093915
25,8,0.47112870627720405
25,16,0.4711500976862267
25,32,0.4710874851966807
25,64,0.470493277872725
26,2,0.4455523351184619
26,4,0.44554581031600726
26,6,0.44554853965943586
26,8,0.44555289629814504
26,16,0.44563109905449594
26,32,0.445865555856458
26,64,0.44598516127828114
27,2,0.45495933137275696
27,4,0.45502300369184595
27,6,0.45509963839474826
27,8,0.455202833349608
27,16,0.455513251961831
27,32,0.45583910302941855
27,64,0.45616148290283554
28,2,0.4287205977703359
28,4,0.4288256526837744
28,6,0.42872698346112104
28,8,0.42871981963334693
28,16,0.42877681544387375
28,32,0.4289417652112843
28,64,0.4295753517667646
29,2,0.4106287070945474
29,4,0.41061172502967075
29,6,0.41052150074247945
29,8,0.4104954532887115
29,16,0.4100526368334423
29,32,0.409247124884353
29,64,0.4086215239917625
30,2,0.4412124443550502
30,4,0.44173340951531276
30,6,0.44175598427000534
30,8,0.4421917440005324
30,16,0.4429252311083894
30,32,0.4459949623646041
30,64,0.44853617808525026
31,2,0.48386363702854707
31,4,0.48399040347627226
31,6,0.48410361032377286
31,8,0.4840461219144366
31,16,0.4841110475276422
31,32,0.4840151700563534
31,64,0.4837784398814711
32,2,0.459479482043299
32,4,0.4590174513882811
32,6,0.45901514900519946
32,8,0.45883312040682467
32,16,0.4585402603140711
32,32,0.4582686089065965
32,64,0.45748678378386975
33,2,0.4500444146062041
33,4,0.4288649350876822
33,6,0.42893557347988776
33,8,0.4289885562000286
33,16,0.42977658758948395
33,32,0.43035057150737205
33,64,0.431563994570368
34,2,0.4122450267502293
34,4,0.41237411628387927
34,6,0.41246582491051936
34,8,0.41249023498053206
34,16,0.41260240206479076
34,32,0.4129595290028294
34,64,0.4134946964811649
35,2,0.4281855928162939
35,4,0.42819359760395914
35,6,0.428321039695737
35,8,0.428120629549997
35,16,0.42870004901570447
35,32,0.4296912023919261
35,64,0.43123316462099937
36,2,0.4693303133848798
36,4,0.46925322634181865
36,6,0.46915288120805343
36,8,0.46880002997497616
36,16,0.46802219967074515
36,32,0.4669097225884684
36,64,0.4651473998076102
37,2,0.4402890160265565
37,4,0.44051268298384594
37,6,0.4406500378589505
37,8,0.4405830075713191
37,16,0.4407669780068676
37,32,0.4408831639254671
37,64,0.44132758025135504
38,2,0.9664938746478255
38,4,0.4256154581530391
38,6,0.42597616457184484
38,8,0.4260078437435677
38,16,0.42654288942297586
38,32,0.42713631342874997
38,64,0.4278769607103622
39,2,0.45453697200118237
39,4,0.4545336508710498
39,6,0.4545323898467899
39,8,0.45456926334261455
39,16,0.4547275063798152
39,32,0.4553062515898872
39,64,0.4569241405856322
40,2,0.4357800848738879
40,4,0.43541226012086537
40,6,0.43554950183183344
40,8,0.43541574053429577
40,16,0.4352917370589854
40,32,0.4345738742805619
40,64,0.43394680148981507
41,2,0.40099476933984
41,4,0.400879023636418
41,6,0.40075497435259605
41,8,0.40055506622373876
41,16,0.4003469166305798
41,32,0.40024503880984913
41,64,0.4004553977684293
42,2,0.4517354948256624
42,4,0.4518985195752101
42,6,0.45188851205525304
42,8,0.4518926144960756
42,16,0.45200624977677023
42,32,0.4520786083274127
42,64,0.4520396358324434
43,2,0.4206055631624148
43,4,0.42059591123711176
43,6,0.4206063028716686
43,8,0.4205916309407009
43,16,0.4205908901272491
43,32,0.42062402335678795
43,64,0.42111567457681326
44,2,0.42024569643604537
44,4,0.4201964984304114
44,6,0.42022083462213994
44,8,0.4201420213057
44,16,0.420097454748096
44,32,0.42003712739424404
44,64,0.42010106199391145
45,2,0.41767223599062203
45,4,0.4177824946340215
45,6,0.4178060362126848
45,8,0.417848941326215
45,16,0.41788044526510726
45,32,0.41809557106244677
45,64,0.4181997983959481
46,2,0.9986895061292663
46,4,0.42350083424461044
46,6,0.4239527258448181
46,8,0.4244402846531057
46,16,0.424876212061565
46,32,0.42621663544298055
46,64,0.4281784988391503
47,2,0.4271458109489122
47,4,0.42713367634792887
47,6,0.4269459657679207
47,8,0.42690561747285005
47,16,0.4267087765674628
47,32,0.42635174766143935
47,64,0.4259042029954069
48,2,0.44016058399430513
48,4,0.4402977063393895
48,6,0.44033321226962396
48,8,0.44045110859352377
48,16,0.4405782298350105
48,32,0.44078800769346804
48,64,0.44132606489578446
49,2,0.4119376919892703
49,4,0.4118989983676027
49,6,0.4119065577495561
49,8,0.411878282242961
49,16,0.411966127157071
49,32,0.412110917466569
49,64,0.4126082793473702
50,2,0.432883206495663
50,4,0.4331031032339949
50,6,0.43333271040047067
50,8,0.4339496186717873
50,16,0.434930217940638
50,32,0.4359639547660738
50,64,0.44048350461332114
51,2,0.4563683936196631
51,4,0.4562892047617547
51,6,0.45632580213137186
51,8,0.45656719266724877
51,16,0.45665514555705405
51,32,0.456906632251307
51,64,0.457198280716657
52,2,0.4352608780191559
52,4,0.4357214439988335
52,6,0.4357069210953108
52,8,0.43587930775478845
52,16,0.4366655141037609
52,32,0.4380495235386175
52,64,0.44073264393588313
53,2,0.5082195418927609
53,4,0.5082923626754907
53,6,0.50830942393974
53,8,0.5084495322757999
53,16,0.5094715587739912
53,32,0.5111886172076563
53,64,0.5132518973409241
54,2,0.47774769486056445
54,4,0.47728080084285845
54,6,0.4758722190345751
54,8,0.47586005125806236
54,16,0.4745685023955367
54,32,0.4725596157378922
54,64,0.4709358855595105
55,2,0.42542552436843434
55,4,0.42547120948182765
55,6,0.42558057844078595
55,8,0.4255900985660079
55,16,0.4257830525878838
55,32,0.4261669930352073
55,64,0.4267361904631665
56,2,0.45618173246394983
56,4,0.4561854398159363
56,6,0.4561747482736396
56,8,0.4562447182455566
56,16,0.45624204019461684
56,32,0.4562490970581866
56,64,0.4567427408862238
57,2,0.45356985182171605
57,4,0.45355840675082215
57,6,0.45353738773224134
57,8,0.45356814807495016
57,16,0.45350575541884497
57,32,0.45352183249999045
57,64,0.45352810081331607
58,2,0.46220524441563415
58,4,0.46222190761935683
58,6,0.462672841224154
58,8,0.46270764038450385
58,16,0.46333039307722235
58,32,0.46513188220233687
58,64,0.467587404235692
59,2,0.46501730206256303
59,4,0.46502086732264936
59,6,0.4650629047294354
59,8,0.4651543153921934
59,16,0.4655962565116802
59,32,0.4664372932316794
59,64,0.4684170755336776
60,2,0.42809550582299016
60,4,0.42817936831308095
60,6,0.4282478515871395
60,8,0.42817321440463096
60,16,0.4283901419691894
60,32,0.428403066515543
60,64,0.42857497261428007
61,2,0.418942074837732
61,4,0.4192702836196159
61,6,0.4190325330421903
61,8,0.41939447942881675
61,16,0.42031744264841947
61,32,0.4211434838964385
61,64,0.4240599176079693
62,2,0.45192057449602097
62,4,0.4517570694992545
62,6,0.4517574890284873
62,8,0.4516145012044505
62,16,0.45142952880936427
62,32,0.45117968826966154
62,64,0.4509632038125074
63,2,0.43869741417500896
63,4,0.43937332977837473
63,6,0.4397077401130141
63,8,0.4395602187272727
63,16,0.44036587431423396
63,32,0.4422415360173562
63,64,0.44479240708507983
64,2,0.4295605405649361
64,4,0.4291848495574543
64,6,0.42881301692382395
64,8,0.42919850515270197
64,16,0.42864817698539043
64,32,0.4280388317493409
64,64,0.42809839911113884
65,2,0.44309109301117733
65,4,0.4431314734820592
65,6,0.4431711750165901
65,8,0.44307477657784705
65,16,0.44333098432657775
65,32,0.4437283682747559
65,64,0.44409667428279165
66,2,0.44372302609130043
66,4,0.4437616025279997
66,6,0.44373712937707704
66,8,0.44377163476438675
66,16,0.4439213902993805
66,32,0.4440377881244769
66,64,0.4443921329940693
67,2,0.41598281794495656
67,4,0.4154805119832846
67,6,0.41489972879142784
67,8,0.4149514482187908
67,16,0.4140085145758831
67,32,0.4124039354155214
67,64,0.4113736925359216
68,2,0.46116286925134437
68,4,0.4606644730215571
68,6,0.46050809674770105
68,8,0.46012144196909055
68,16,0.4596085653561747
68,32,0.4585517461584782
68,64,0.4578164319433014
69,2,0.41694735213069
69,4,0.41690444550336475
69,6,0.41707733687027315
69,8,0.41722326510013746
69,16,0.41728617866812745
69,32,0.4178560039033095
69,64,0.41829147434690706
70,2,0.41244223551193815
70,4,0.41185287905919576
70,6,0.41200243704169043
70,8,0.4117655535632073
70,16,0.41143375339910393
70,32,0.4109743312223921
70,64,0.41035202687291544
71,2,0.4346569085665465
71,4,0.4346061984367237
71,6,0.4347201107160712
71,8,0.43478876898038105
71,16,0.4348200323007402
71,32,0.43481200981366724
71,64,0.43432432532346804
72,2,0.43962636378462067
72,4,0.4398087606155225
72,6,0.4401584060082548
72,8,0.4404946328885616
72,16,0.44133931148203753
72,32,0.44218865947820624
72,64,0.4438179748100619
73,2,0.4220099753100561
73,4,0.4221897119827499
73,6,0.42238884778551494
73,8,0.4224039417944003
73,16,0.42345304266491696
73,32,0.42473134313481914
73,64,0.4285162440342055
74,2,0.44724509456038714
74,4,0.447256376364659
74,6,0.4473306393020907
74,8,0.4474107216411194
74,16,0.4476588690977779
74,32,0.44808696081090366
74,64,0.4480426372352515
75,2,0.45711460340124255
75,4,0.4568652971980254
75,6,0.4564879820549559
75,8,0.4562344957465469
75,16,0.45547283096535746
75,32,0.45518081321622234
75,64,0.45426810157125985
76,2,0.4658360614678287
76,4,0.46620037687738186
76,6,0.466483099405555
76,8,0.4667546592612011
76,16,0.46698435167860924
76,32,0.46759386185893026
76,64,0.4698803422041652
77,2,0.4881865663255152
77,4,0.48815393361814324
77,6,0.4881420760109251
77,8,0.4880489169849671
77,16,0.48809215857895016
77,32,0.48779090874595393
77,64,0.4870121008669398
78,2,0.46645891030251685
78,4,0.46632222138848234
78,6,0.4660518161079764
78,8,0.4662227297198909
78,16,0.46565799828349047
78,32,0.46569210689777385
78,64,0.46592269166769856
79,2,0.4644028162871183
79,4,0.464327535239096
79,6,0.46431918599757654
79,8,0.46434942561660536
79,16,0.46435684332067717
79,32,0.46438595695958773
79,64,0.46449505196351515
80,2,0.4173791820952074
80,4,0.4172840334576865
80,6,0.41727474204657633
80,8,0.4172104318671981
80,16,0.41672594501637794
80,32,0.41581398993965335
80,64,0.4137571820182499
81,2,0.39201572906046134
81,4,0.39199904553762976
81,6,0.3920239242639316
81,8,0.39201723428543855
81,16,0.3920303608859312
81,32,0.39199295879256435
81,64,0.39160494520115885
82,2,0.42777847375740824
82,4,0.42740049072923497
82,6,0.42748794237885074
82,8,0.4272130862022782
82,16,0.42634263206960676
82,32,0.4254418827115556
82,64,0.42420125432893174
83,2,0.3950787483422119
83,4,0.3950163044176334
83,6,0.3949285625078051
83,8,0.39501337554387556
83,16,0.39495857349008767
83,32,0.39494695546700026
83,64,0.39495839014075357
84,2,0.4094773790198499
84,4,0.40979210660390486
84,6,0.4105945008518216
84,8,0.410560556791368
84,16,0.41117373322068546
84,32,0.41292802412479135
84,64,0.4141251949336193
85,2,0.43119737699069116
85,4,0.4312042031007895
85,6,0.4309320385630393
85,8,0.43088621818174466
85,16,0.43047222443529254
85,32,0.4297085872007727
85,64,0.42953172592045347
86,2,0.39811654946874137
86,4,0.39822010960537696
86,6,0.3982955821004346
86,8,0.3984811631304569
86,16,0.3984325505857644
86,32,0.3991202326458023
86,64,0.399558720273158
87,2,0.4544143428890977
87,4,0.45454820866323703
87,6,0.45453981399938936
87,8,0.4553158124487019
87,16,0.4561444461530168
87,32,0.4581845895335358
87,64,0.4610621215077364
88,2,0.46023772134844093
88,4,0.459582596858988
88,6,0.4592539251289919
88,8,0.45937212091870966
88,16,0.4585511201912617
88,32,0.4572518523754647
88,64,0.45462673573852863
89,2,0.43208494041741546
89,4,0.4321050916583542
89,6,0.43201833855317984
89,8,0.4320206787877189
89,16,0.4319829063836083
89,32,0.43190657489322587
89,64,0.43189076179015323
90,2,0.9987521725948152
90,4,0.4414076356254256
90,6,0.4414611814702892
90,8,0.4415370624320409
90,16,0.4417716385134587
90,32,0.44269331232735903
90,64,0.4431543449337769
91,2,0.4048696041854972
91,4,0.4049845988952264
91,6,0.4049662931198309
91,8,0.4050826286581871
91,16,0.405319593930618
91,32,0.40561372456369726
91,64,0.40529071421071583
92,2,0.4388619604555003
92,4,0.43888150843103413
92,6,0.4387813881989933
92,8,0.43853198676785976
92,16,0.43818754867453397
92,32,0.43787308077510173
92,64,0.43760791178336644
93,2,0.39268057254016026
93,4,0.3927037967535357
93,6,0.3926676684890449
93,8,0.39282755218947135
93,16,0.39352757017888246
93,32,0.39411894505769574
93,64,0.3960714051578205
94,2,0.4432934961450003
94,4,0.4433392573534479
94,6,0.44339673195797186
94,8,0.4433699594018115
94,16,0.4439665464728638
94,32,0.4443384094393926
94,64,0.446029138598481
95,2,0.42582874873244464
95,4,0.4258207638897148
95,6,0.42583507353014716
95,8,0.425860533821617
95,16,0.42590294293462033
95,32,0.4259508606247258
95,64,0.42609191398088403
96,2,0.43720150885002396
96,4,0.43711482340785457
96,6,0.4369668912128632
96,8,0.436887459550145
96,16,0.43669237449035214
96,32,0.43592073818632365
96,64,0.43531540555256143
97,2,0.4143158225260473
97,4,0.4143279503173361
97,6,0.414288104087889
97,8,0.41452243774228603
97,16,0.4145299851529176
97,32,0.415038572622377
97,64,0.41599351672919666
98,2,0.3855322536323013
98,4,0.38545138365382653
98,6,0.3854641952676671
98,8,0.38535865389277196
98,16,0.3852675459031494
98,32,0.3852688605785679
98,64,0.38573258004045247
99,2,0.39590914268407856
99,4,0.3958472227644052
99,6,0.39584040323327135
99,8,0.3957757200190603
99,16,0.3955685911818501
99,32,0.39551702220637286
99,64,0.39568253758540395
100,2,0.42107483040096444
100,4,0.4210928652604883
100,6,0.4211467189789009
100,8,0.421115689311921
100,16,0.4212332694696102
100,32,0.42167727256791504
100,64,0.4220966764120076
